Feature,COANC_B04-T0-1_neg_4282025_169,COANC_B04-T0-1_neg_4282025_170,COANC_B04-T0-1_neg_4282025_171,COANC_B04-T0-2_neg_4282025_172,COANC_B04-T0-2_neg_4282025_173,COANC_B04-T0-2_neg_4282025_174,COANC_B04-T1-1_neg_4282025_175,COANC_B04-T1-1_neg_4282025_176,COANC_B04-T1-1_neg_4282025_177,COANC_B04-T1-2_neg_4282025_178,COANC_B04-T1-2_neg_4282025_179,COANC_B04-T1-2_neg_4282025_180,COANC_B04-T2-1_neg_4282025_181,COANC_B04-T2-1_neg_4282025_182,COANC_B04-T2-1_neg_4282025_183,COANC_B04-T2-2_neg_4282025_184,COANC_B04-T2-2_neg_4282025_185,COANC_B04-T2-2_neg_4282025_186,COANC_B04-T3-1_neg_4282025_187,COANC_B04-T3-1_neg_4282025_188,COANC_B04-T3-1_neg_4282025_189,COANC_B04-T3-2_neg_4282025_190,COANC_B04-T3-2_neg_4282025_191,COANC_B04-T3-2_neg_4282025_192,COANC_B04-T4-1_neg_4282025_193,COANC_B04-T4-1_neg_4282025_194,COANC_B04-T4-1_neg_4282025_195,COANC_B04-T4-2_neg_4282025_196,COANC_B04-T4-2_neg_4282025_197,COANC_B04-T4-2_neg_4282025_198,COANC_B04-T5-1_neg_4282025_199,COANC_B04-T5-1_neg_4282025_200,COANC_B04-T5-1_neg_4282025_201,COANC_B04-T5-2_neg_4282025_202,COANC_B04-T5-2_neg_4282025_203,COANC_B04-T5-2_neg_4282025_204,COANC_B04-T6-1_neg_4282025_205,COANC_B04-T6-1_neg_4282025_206,COANC_B04-T6-1_neg_4282025_207,COANC_B04-T6-2_neg_4282025_208,COANC_B04-T6-2_neg_4282025_209,COANC_B04-T6-2_neg_4282025_210,COANC_B04-T7-1_neg_4282025_211,COANC_B04-T7-1_neg_4282025_212,COANC_B04-T7-1_neg_4282025_213,COANC_B04-T7-2_neg_4282025_214,COANC_B04-T7-2_neg_4282025_215,COANC_B04-T7-2_neg_4282025_216,COANC_QC_neg_4282025_005,COANC_QC_neg_4282025_006,COANC_QC_neg_4282025_007,COANC_QC_neg_4282025_008,COANC_QC_neg_4282025_009,COANC_QC_neg_4282025_010,COANC_QC_neg_4282025_011,Extraction-blank_neg_4282025_003,Extraction-blank_neg_4282025_004,Extraction-blank_neg_4282025_067,Extraction-blank_neg_4282025_116,Extraction-blank_neg_4282025_168,Extraction-blank_neg_4282025_217,Instrument-blank_neg_4282025_001,Instrument-blank_neg_4282025_002,Instrument-blank_neg_4282025_066,Instrument-blank_neg_4282025_118,Instrument-blank_neg_4282025_167,Instrument-blank_neg_4282025_219
169.0961872 @ 151.2596195200277,66639.84818,66128.95628,68942.43954,65687.503,66704.09493,67107.95398,74320.24958,71727.15145,73132.90421,86309.91308,85616.1351,85791.27546,73504.63621,76781.96961,73477.70641,67673.12702,65498.81089,68365.69828,70455.32931,67802.1704,68460.02885,63457.0589,66576.89108,59162.01335,63981.16875,62975.20728,64465.33144,62730.83804,66108.49235,70024.38869,70345.5245,71247.57338,77506.67038,63813.33329,66475.68402,69126.27628,60623.58617,57582.49793,59491.3667,76219.72975,68413.02723,70033.81736,79255.76563,67255.83057,31431.56859,74728.13939,68720.68649,69341.60206,70422.41435,66974.54374,65985.28003,67353.13693,67220.08847,68565.18533,66011.89522,0,0,0,0,0,0,0,0,0,0,0,0
169.9763529 @ 822.2093200159795,25590.24037,111790.6571,62841.98115,110996.2236,38921.70882,19571.67094,40424.22138,45562.72376,83131.34416,43906.66218,44638.6679,127535.1459,74271.34701,84175.67163,91724.72904,38042.55573,14178.50861,122451.8333,47235.39889,70621.02312,99853.088,60119.6705,31079.72052,77800.82831,100938.8714,75640.56708,109379.9244,52758.5332,55544.00604,125166.5586,82682.34202,81054.77412,55443.16916,27113.93945,97990.25078,39998.66028,9581.234264,40596.02499,51370.67025,50687.34284,82067.18271,103242.4477,92744.08876,86166.00082,45190.87754,86614.24911,53173.28488,81961.83423,323819.3729,294368.973,300883.8734,301279.7375,291374.6559,278066.2446,271407.6079,247818.8539,232833.7204,63337.73278,70275.68061,39538.33526,36956.86611,537711.3489,498108.7871,86734.45953,59330.3779,103343.2438,42727.03531
171.0157961 @ 15.66972661159579,31809.51724,35550.11665,37951.72185,22662.40645,22936.56108,24196.42026,28795.63292,27130.20488,31520.373,35711.16174,36816.27997,39429.46265,35795.84491,37923.70471,31833.35973,28270.58852,25921.44847,27638.70596,27983.23022,28141.58102,26672.13572,22527.84813,15797.23203,16334.5518,26704.46867,18866.6136,24004.67734,25181.83519,29395.86968,30970.50297,33992.2793,40540.7108,45608.47795,26057.32609,27151.02458,27334.40947,29486.9009,31539.47869,30240.57655,37085.54419,35349.99658,28094.46146,38133.66982,44707.87659,29386.96566,29765.76719,28990.30477,30731.45224,22283.19023,22658.07217,20283.61549,22406.4845,22204.02362,22753.99914,24727.57912,0,0,0,0,0,0,0,0,0,0,0,0
171.1117579 @ 166.9138897397299,15494.41019,27482.05327,25568.64736,23667.50727,14351.24133,24759.83947,22192.92458,25615.50121,21457.93822,32618.78406,32330.46123,33566.05396,27012.77323,25130.04909,25848.97277,27957.63108,27804.87674,20098.61402,29282.86257,22667.11111,13043.28595,26468.53753,7617.671882,5619.11344,16679.77314,22344.88489,23299.89764,29534.49857,27663.52051,22253.09338,27199.01937,27976.34359,26289.28237,28208.47329,24918.26832,27317.60289,24292.75494,3749.495066,7134.240599,28707.53688,27569.32985,18806.99318,31389.98254,26333.15343,23782.19297,19550.78034,28835.78767,27732.82436,27888.4905,28204.68305,27919.17411,27792.27784,27855.67862,28029.39322,27395.53012,0,0,0,0,0,0,0,0,0,0,0,0
171.1118344 @ 153.9836351965497,58068.18005,55834.647,61827.2418,51553.78724,51716.18107,51702.7209,56888.95213,51943.59653,49764.16595,64880.67177,71900.26177,69353.19782,71643.37386,75222.4163,69564.65238,48000.0479,47571.37794,20787.32185,57805.40813,60268.31517,58486.61225,58888.61139,52483.53953,56398.45544,63274.36764,61246.88373,38864.84867,60609.56986,56401.11563,46502.2641,64008.6845,71770.96017,73925.85041,57034.89586,61386.58702,57578.91969,52887.57425,49982.5368,50437.73422,62158.60562,56533.23482,54335.02082,34471.3441,60522.87533,47752.82627,45871.88111,23185.03935,46270.84415,56928.32889,56211.04428,58641.69392,57693.69391,59600.22804,58897.57461,57000.60778,0,0,0,0,0,0,0,0,0,0,0,0
171.1378538 @ 565.4224141822795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521.5093997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100338.8699,0,0,0,0,0
171.9909132 @ 9.294869093630052,17069.60274,10066.96649,6157.174169,10119.41706,4487.433303,10598.67214,11835.89047,18074.75726,13646.02723,5778.940822,19318.79559,14220.03949,17074.64977,5798.246031,11225.73965,5248.916205,12744.21221,19632.27748,13723.25007,12559.58108,5042.815041,5315.736071,4292.364614,12207.80661,6745.17321,5895.672521,7020.867511,9665.473355,15158.10605,7775.215929,2257.772842,18450.38655,5044.558056,11881.35211,4985.715706,2550.39195,13530.35805,3114.45431,13920.76922,14347.82241,8852.874629,23006.28935,5467.579445,6670.431022,10513.19089,14614.76229,9226.545788,10101.52889,19955.97323,20010.86266,21827.72114,19897.84875,18666.63429,19702.20302,18926.54616,43225.38519,40893.05098,58830.05552,51804.99614,29663.25578,31508.54852,587.3249287,0,0,0,0,0
171.9919813 @ 831.4053361866536,215761.9797,127729.74,260002.7338,71522.44289,245111.5679,130185.5074,266321.7912,42309.99196,152396.2802,208024.4081,113336.7739,180713.1311,304176.5598,106012.0643,179665.8088,215397.3525,121994.0397,90123.66807,339587.7893,107283.6217,153556.1745,24873.03566,101167.4935,228957.8423,137479.3894,246715.6346,211512.6011,113447.2485,336608.7549,49039.00187,214118.142,188981.7008,44514.8343,195882.4301,120421.9491,199227.5269,53878.03564,103184.8189,183064.4244,99679.33713,207136.2772,203149.8851,155901.4833,36108.5081,258799.09,116859.9613,87765.38556,93051.29699,992636.9703,967982.2243,962247.8503,966013.1298,953871.8115,966141.6935,944640.6402,725932.519,722799.5787,737965.4585,648887.0147,52013.35808,101106.8107,1299979.113,1360825.511,1144999.828,124271.8383,129527.9646,105269.927
172.1143139 @ 465.480669126316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174102.0956,0,0,0,0,0
172.1144166 @ 560.4708122118861,33412.60885,30355.82222,18644.56326,30613.43898,28298.21295,28089.72705,20771.01249,30007.35627,28674.86055,38118.94221,43214.95154,40727.17193,36724.09467,30929.10333,33901.79196,29195.56432,31032.84531,28419.17133,17673.17277,33918.48417,33421.55724,28691.39117,31979.55051,36678.48349,29343.77456,32525.22897,31043.01975,39214.5865,23766.72321,35856.4264,33251.0695,29591.24753,37988.65141,33466.38539,26073.30453,26932.73977,29359.86981,26492.64681,28151.3033,24267.38989,30879.64078,30182.97727,34534.58927,31596.89373,23383.41862,25601.2516,27805.55044,33877.41074,38656.89623,29313.96126,36788.4491,39465.43832,40583.76855,43803.35639,40985.67972,22358.22198,31903.10312,27964.08365,27550.92963,22794.18052,22953.35337,320231.4657,42548.97167,50758.93098,46591.34166,20106.94327,38090.33437
172.1144301 @ 620.2749301887436,35830.71549,9441.201302,37283.41123,28351.33569,28879.10298,29256.11843,39564.8359,28419.34677,37292.84808,48007.09576,41800.39607,22104.94146,33079.02944,36123.48827,41831.01986,33557.38739,33631.82071,35824.52245,35678.65199,37817.96929,38598.5401,20511.4224,32089.25818,32836.30011,31334.60675,33784.30918,25585.98899,41342.62604,45859.39033,37969.56078,33217.41781,37903.84228,36175.39337,34989.26635,28562.48427,32998.92194,30247.19117,34442.18409,27880.81252,37789.53949,33913.53168,30317.2271,36548.23109,50685.11086,37218.83685,27433.61796,15932.31094,30913.72805,39610.54532,37326.5053,44022.47885,36943.35634,46474.9307,39744.96177,41597.01846,30168.26535,39826.34402,29959.45538,27810.64131,32556.63772,28119.41262,86339.8812,59328.70081,46684.10006,39813.564,27216.56577,26009.17458
174.0903918 @ 138.2973778206425,18417.72073,26451.54344,28007.67757,16287.30864,18133.39656,16161.04882,30565.22755,14300.59992,29958.55246,33632.78308,6643.963912,19804.81215,32385.66422,35268.83141,33538.69942,39494.2035,34217.04012,40215.50679,36745.16965,48104.56298,46231.95029,40676.17456,41603.57214,37155.46148,24241.91453,23229.38607,24163.36221,37275.48137,30508.63273,32779.00778,21901.51242,11621.33865,22898.12787,21012.51774,27359.31571,29691.26364,23476.47082,15482.49368,20307.05241,38966.17357,37489.91841,36274.94534,22797.88512,21282.46885,11045.30008,20317.97046,17088.31479,14246.65985,29967.88122,29166.49169,29064.27439,23673.73758,27613.77327,27575.6801,27406.25414,0,0,0,0,0,0,0,0,0,0,0,0
174.1115938 @ 19.70287536330333,450273.9403,441871.7967,452711.9537,365744.3001,357426.9448,372056.5644,204649.6599,182711.2132,192275.6062,382999.8922,388442.1656,378258.8365,523244.9375,529835.7742,517624.2952,394068.3006,398032.2622,408409.8664,461101.3027,446765.1323,468111.5378,429119.5574,415154.1563,409974.0084,597876.3649,597909.2961,593102.8821,390687.9598,370579.3337,372812.8949,346095.7998,354640.9457,353792.8357,403692.3301,410200.3243,418806.2767,304135.7832,302753.2252,305077.9163,387432.7063,369245.9592,372453.2343,479197.3503,490965.7024,418939.6924,220023.6228,228300.768,223190.5267,462671.8509,448957.869,449039.9996,455679.5981,459622.3363,460150.9806,450609.7678,0,0,0,0,0,0,0,0,0,0,0,0
175.0229212 @ 33.63363076331144,324529.533,327531.0401,332796.8712,316527.0134,302045.0174,321457.1397,305913.4097,314487.9838,306685.9253,342434.3472,346668.4491,340908.3467,355934.7204,352638.748,349995.5693,294446.6965,289715.54,298734.2201,322263.3815,304908.9133,314283.9483,384730.1817,370646.1086,369715.5775,324592.3625,330309.2745,322028.7457,344406.8421,332287.828,335938.1032,375418.0171,374393.0926,375929.9591,342810.5382,352252.4732,353570.0524,336064.1496,338385.4907,336483.512,386603.2929,370426.5885,370178.5097,419642.0161,436870.0753,373006.312,353447.1364,377060.2691,359061.8025,273197.4029,253390.2894,255292.0783,255385.27,252326.5743,259771.0728,255665.1165,0,0,0,0,0,0,0,0,0,0,0,0
179.0691586 @ 307.2395574593788,18645.10886,13338.12335,18499.1536,20490.09834,10817.59906,21665.57833,7893.937592,15705.38011,12276.27408,19330.88254,12010.6941,10309.92538,20443.82222,13768.12346,16690.82554,10111.84542,22765.19796,20849.17148,9651.874899,15011.24605,10280.87559,18487.11487,16616.62551,23487.19457,18063.39687,14070.61425,13925.34283,1612.838918,14053.80985,10418.10646,17427.39889,20681.93364,21408.23993,23785.68161,19556.74055,22393.68265,13148.80167,10030.56886,16765.64851,8698.583069,23012.41951,19323.48882,3660.579634,16593.82936,7522.465204,14260.00208,4010.727768,12367.54662,30026.31027,27451.3997,28698.78521,30409.07793,28178.60035,26929.41964,29423.5292,34754.57679,35242.95285,37955.83607,38148.55717,37821.9468,35088.78443,0,0,0,0,0,0
180.1131647 @ 555.6112415266443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73700.93621,0,0,0,0,0
181.7146394 @ 187.7040268340667,25479.8874,19672.31225,19620.47441,33418.3426,20679.13087,40254.18415,20994.75011,63584.19531,18080.69107,45808.96606,42253.82939,40002.65757,64232.02743,59210.47921,18980.47878,28345.56226,18392.82278,21149.86738,45952.83212,60582.3328,13679.03641,20650.32046,39518.7361,20203.92634,27214.91976,16525.3279,9243.596298,12812.0917,22404.258,13557.34456,31000.66393,23206.60303,36377.77986,54093.47356,59818.26083,24370.48363,49631.92827,36274.45421,23873.46865,53676.87579,57556.87218,18768.42522,57337.21903,31437.01229,8208.665568,9457.335502,5856.906597,34442.95688,66184.75757,56033.02013,54900.00615,57107.86313,52977.88078,63026.99824,49133.06523,0,0,0,0,0,0,0,0,0,0,0,0
182.073783 @ 187.6155394584965,1614959.084,1826972.586,1882653.06,1687111.528,1641799.821,1708459.555,1962277.257,1872029.444,1940610.296,2125032.306,2179030.251,2162471.384,1709523.38,1928154.918,1951445.352,1752040.135,1719585.566,1692639.399,1882351.004,1841626.181,1859324.398,1862708.05,1842740.886,1683854.969,1795262.762,1754236.895,1766276.837,1914346.376,1808043.577,1839058.888,1940315.287,1935416.079,1962065.894,1770366.322,1803501.79,1837886.631,1627675.529,1584039.69,1603263.45,1788791.911,1710759.085,1670153.625,2254747.496,2279990.172,1977945.986,1687709.725,1707479.394,1428401.029,1672859.57,1640124.217,1648703.945,1663809.539,1619567.427,1645185.976,1623787.683,0,0,0,0,0,0,0,0,0,0,0,0
182.9841709 @ 822.3290649193113,1679632.271,1686091.714,1818508.231,1535535.962,1461227.211,1502001.305,1694059.43,1681618.887,1694903.582,1861314.636,2045085.811,1582696.176,1668967.69,1685651.066,1658401.032,1571673.261,1558802.615,1600439.988,1786076.66,1618646.137,1648311.313,1681641.321,1597533.227,1674048.647,1517895.657,1468903.114,1722555.321,1797266.4,1627510.73,1642520.829,1585732.553,1593288.765,1600797.982,1540512.575,1506091.067,1517475.907,1428679.358,1410159.643,1410640.709,1584476.277,1523497.498,1590801.8,1969266.472,2271313.82,1716045.625,1457140.901,1520707.24,1569393.731,5223355.592,4833480.451,3547274.528,4494704.06,4264670.197,3121311.589,4028146.97,3041763.568,3923418.546,2208333.263,1352293.288,1240670.816,1173971.495,12679175.03,5855727.745,3433199.617,2374453.617,1842244.244,1467346.446
183.0772273 @ 269.1874169363245,53038.01378,54022.40741,54599.55695,47284.64948,49145.16331,53749.7402,48726.53819,51337.24361,47765.10023,48409.08288,54977.90348,47591.58667,57748.58451,63200.6728,58806.87229,44491.58283,50102.86899,47157.71041,38732.56512,46704.87785,37035.53982,60636.08494,59765.10966,62881.14612,46045.31782,47539.56526,45815.57103,48260.35987,46433.17708,45384.56758,62527.77396,31957.81508,64630.92054,62589.44301,60352.80846,64648.16512,54360.50632,59847.00646,56669.04126,48894.97554,42755.11711,47473.63396,44259.22306,68013.41299,59066.46856,40712.0218,42942.95528,41443.53864,57541.42274,59098.76909,55930.45415,56638.35335,34694.3926,56307.81795,52798.78609,84532.20368,85297.02332,131725.9224,118621.6625,110952.936,109153.2822,1461.747294,173419.6819,225025.983,188542.193,147712.7359,132461.5894
183.6095961 @ 95.81426507510173,482047.9488,448018.8279,453348.2729,126619.1552,113751.8292,41782.95391,434535.346,457427.2184,430949.9269,582828.6026,576863.0612,560019.0475,204655.1765,65225.78748,132721.3907,444083.5404,475478.4635,459777.3285,476059.6168,442701.8693,470963.2151,12556.06426,9950.438018,69097.91733,181598.064,109066.6368,193939.3536,520153.2469,535278.2198,509980.7568,66740.60459,111729.2011,77471.37803,92014.30086,57023.85994,170551.2533,145205.9825,156615.7322,95309.04572,23238.17154,104543.8382,178613.7606,669159.1992,716790.3108,604795.261,588933.1939,636657.4856,632355.0364,329622.2684,308843.5983,308167.3456,316725.0696,311864.0693,319004.2362,312268.0006,0,0,0,0,0,0,0,0,0,0,0,0
184.9845468 @ 819.2465380299057,1784622.731,1763084.624,1795548.082,1589877.91,1495190.323,1568797.312,1788114.6,1777863.844,1775136.237,1967136.183,1967776.907,1750273.097,1728767.568,1736585.595,1745827.207,1621313.914,1629186.948,1681994.029,1756595.191,1707608.317,1763412.829,1728064.25,1671742.076,1655943.337,1588469.081,1595348.393,1587486.404,1837203.029,1720565.552,1720491.388,1660594.313,1683518.123,1679276.858,1601401.421,1578818.333,1603689.433,1501055.259,1476597.044,1480373.886,1661829.288,1586509.271,1613883.98,2020607.227,2045026.221,1788616.574,1550235.277,1623123.979,1629399.722,3580328.512,3469926.314,3418281.835,3334272.169,3192801.538,3176888.256,3020937.009,2565549.121,2568198.183,1704444.886,1337659.393,1234571.047,1082976.847,2839169.593,4886686.349,2463738.593,1799774.368,1465858.646,1144395.509
185.0910974 @ 98.12089036276981,1198140.581,1139394.319,1135903.288,1050078.67,941229.0754,1067919.204,1098469.397,1118823.319,1052296.88,1447484.469,1368608.331,1353973.024,1184298.008,1129434.997,1172642.096,1026237.129,1113569.528,1030919.082,1214679.419,1097587.487,1161117.52,983109.4343,907175.5557,1000346.485,972114.9378,1079835.136,1025621.64,1166115.379,1211358.652,1178144.282,1170534.117,1217856.207,1176923.609,1094665.927,1166583.709,1142048.032,971771.3481,1014320.872,1009562.568,1270189.634,1256751.373,1242045.064,1452742.125,1534133.567,1329927.227,1210184.861,1308721.484,1316639.626,1055850.673,986979.6805,1031557.697,1053050.3,1024913.392,1041199.569,1016816.616,0,0,0,0,0,0,0,0,0,0,0,0
185.1272258 @ 188.0064670207871,34842.93344,33120.31685,33925.4049,31618.28254,28780.51011,32782.20478,45552.08228,38999.53994,38299.43618,46687.87212,43816.11986,46214.3504,35151.74721,32164.00924,29346.77707,38027.49272,40826.80076,39152.75639,42351.23375,22818.32865,41493.8823,36979.90865,27723.56734,35017.20062,27954.05736,31320.22378,29525.88542,39193.2954,38796.86887,35601.71766,35195.90649,33562.64111,24341.01324,33170.53262,34997.29079,17862.95795,31956.57529,31451.01777,30712.75475,36190.01513,37270.23925,36246.79145,49219.97994,54142.92079,45272.92233,42116.12926,47264.03854,43846.45375,55342.14822,51805.18672,55021.81672,54948.42871,52660.4342,54463.01707,52790.41366,0,0,0,0,0,0,0,0,0,0,0,0
185.1274522 @ 40.33131146628934,78270.95676,110030.4046,176944.2,104085.5694,77698.00043,82355.01284,11962.46087,127922.6369,118965.2835,123519.8366,205374.4879,170883.7962,32057.02683,122869.299,137251.139,127431.5921,160255.3365,98000.97811,180382.1578,27156.25369,105001.6244,130538.6982,92347.74477,99469.25204,104714.7592,176831.565,105016.2842,85760.31481,139880.5142,138491.8675,102744.6812,195505.5588,18645.38747,132908.5038,174891.925,107091.0253,152063.4678,73086.14021,84685.18147,125094.161,113324.2056,193997.4059,58601.82626,92937.25752,212293.68,102598.0208,27217.66235,138727.9973,191651.2875,181096.7433,193623.5444,180812.9793,189514.023,184936.3615,178258.0526,0,0,0,0,0,0,0,0,0,0,0,0
186.0903574 @ 138.2724723522691,77905.70746,77213.31462,79599.74387,52914.83883,57326.26134,59575.10737,87330.32968,86485.39641,87101.76591,89367.71315,98603.58498,92390.96204,96036.22014,95571.06978,94567.70753,105438.959,100630.9332,105461.3719,124210.1065,123567.4782,121346.6324,114932.4278,113848.822,106367.5843,80315.35162,75836.44046,78403.5854,100142.141,98203.05756,96665.27948,72024.52158,75668.01899,75772.65969,93154.60072,99019.35728,97089.45434,77946.35893,74051.61629,76273.37083,106240.7626,96860.36757,99245.33056,90522.56,89993.6237,84385.86452,63455.58803,61193.21852,62658.97294,79283.43682,79028.16542,78482.70852,78293.77184,76164.52448,78149.66611,76840.37646,0,0,0,0,0,0,0,0,0,0,0,0
186.980033 @ 819.2524241081032,460370.5765,239086.5876,412115.958,79259.35547,162430.2498,181009.7802,134473.9848,350761.8355,417830.5911,197635.74,180891.0579,250006.4027,112504.8506,331291.5095,175323.559,120514.001,238847.6283,125085.6831,209975.2642,108751.4726,174634.8176,188805.2062,187051.6894,101640.1578,100851.7865,170533.5339,152153.3493,101912.0432,252863.4054,243106.27,77817.49,107988.0206,128575.1437,115315.0466,147141.2778,153454.8817,108248.9633,86192.77054,99936.89082,154850.1325,172200.7756,149065.8198,117148.2339,153217.1787,89812.14276,82988.93798,130194.7733,95479.34809,1417136.509,1373762.719,1352051.699,1314824.651,1260639.898,1248883.562,1187594.019,1016315.391,1019019.942,659557.0966,478955.7131,478991.3423,143672.4859,954042.9761,1942893.995,961365.5168,573129.071,466233.5678,91060.80117
187.1066798 @ 106.778465267658,108093.6059,99658.91611,29936.92768,8010.389936,79670.31411,22309.32389,27933.96673,28017.50424,107710.5436,15826.02508,31769.51691,41671.4826,106114.3687,29008.71861,111357.8062,10311.36696,99282.02944,34620.45683,11808.4999,11767.21967,110076.3625,23131.98356,8886.197235,29104.79589,26412.40684,32040.97337,4442.395642,42038.80081,104955.4164,34019.71846,6619.776971,6009.637191,23423.80612,2040.936609,1830.279354,4668.755842,2465.405382,9948.87494,4853.18566,38906.54515,22397.45316,35097.86846,14303.83586,14199.10551,19283.77199,16001.32132,17259.30671,13772.31992,98329.86048,95276.42702,98264.46062,97154.45811,96243.21676,97018.7189,97385.75885,0,0,0,0,0,0,0,0,0,0,0,0
187.1068157 @ 20.23977030729603,344905.737,366482.0102,567707.1386,507350.7438,339757.518,350095.0394,559208.9197,407722.1035,385337.9401,701443.3526,681529.989,699787.7945,520940.3062,299327.6082,278839.3587,536136.8303,531449.9938,535793.8224,547074.5873,516334.7467,550610.4193,447400.879,432641.0425,292800.9613,566505.213,550970.839,553517.3938,378340.2415,367042.9688,342763.8738,620425.3428,640115.107,615796.679,523718.7684,525800.0881,535736.3421,372303.0663,539674.8671,539691.3045,555425.1082,539771.0098,568088.4845,793565.885,831153.0752,693237.8853,457496.5667,478612.4508,373370.8628,471428.2192,452310.457,446931.8189,445561.7637,447735.9001,447919.7524,443663.4893,0,0,0,0,0,0,0,0,0,0,0,0
187.1219725 @ 197.3768582580643,33432.20046,32984.19764,28828.26675,26502.92273,10648.63379,19081.62817,28989.169,29657.75574,31092.40431,40916.02434,46353.24533,44727.36224,40936.27029,42430.34178,45628.27976,41957.15441,40299.739,40698.79533,60978.79905,61410.44709,62216.62988,68018.48756,70607.20342,70029.51178,25219.10065,15360.40837,22957.555,12115.93914,29266.95422,28894.04287,37789.20975,30323.06576,38788.04381,47967.69524,42484.28426,47721.43273,25203.26921,31417.54502,31246.33913,34155.66258,33909.66406,36260.52168,41047.13193,41635.02369,37935.8543,20350.95726,21754.62126,19462.7577,33642.28188,32980.35425,27441.9121,32444.76189,32381.2567,32458.64409,32058.18807,0,0,0,0,0,0,0,0,0,0,0,0
187.1253354 @ 289.3070745419747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13288474.9,0,0,0,0,0
187.1432643 @ 127.4292494606673,208020.367,213862.599,228994.5675,186344.7111,203298.5306,196509.2426,212235.0064,196716.5886,214304.0725,231354.3036,252379.372,251027.6408,254605.4489,276500.8117,255722.9567,213432.4223,195003.3879,212543.8725,222153.3635,232092.5951,226309.1189,183384.567,198539.2437,171284.3431,263216.8194,229534.0179,240777.545,241108.079,206572.9665,229525.0427,228519.8124,231518.1631,247011.6563,182482.5293,182989.6063,190481.0249,202869.2787,182012.4365,184018.1256,264884.7914,224989.9159,229756.663,278276.1843,255088.3655,235130.752,189207.4901,52466.19549,166913.9195,156669.1162,149153.241,149878.2347,148778.1209,152479.9979,156639.3666,151457.2655,0,0,0,0,0,0,0,0,0,0,0,0
188.069575 @ 161.9706447741109,8178.259644,2702.738834,6653.273575,5131.668997,9460.931897,1595.22922,6783.796904,985.8319103,6567.168799,2236.77475,10844.89948,12851.02075,9600.098443,15542.93585,11018.80183,12674.22482,16082.35762,7656.803767,9738.910979,9558.209818,15661.76212,7389.488941,5522.636841,2857.46157,16582.31783,9437.04252,6625.919578,11876.93276,4626.129733,15099.44667,2135.3949,7661.815607,15633.36278,5603.548637,3154.501006,3268.261478,10446.09402,6891.926952,9493.162273,9923.884436,6754.033629,10587.44651,4310.68668,7521.530537,15949.56664,16824.43617,5115.449719,5994.913888,20316.19428,20001.14859,20001.86785,19907.06554,19208.18858,19546.92219,19855.67714,0,0,0,0,0,0,0,0,0,0,0,0
191.0804034 @ 213.2139218624584,38802.65395,39757.29374,42614.66761,42653.69066,42664.52484,42877.32396,42751.28573,44239.47321,42864.20451,41328.0174,40970.95405,40868.72948,41917.07095,41526.08491,42115.32519,38468.71223,40836.01111,41788.47536,37562.88053,37326.55343,37918.34122,50834.99287,50755.67573,48856.66663,24804.0779,39049.28999,37630.27267,35620.10961,34564.51864,36107.68186,46016.2077,47165.01532,46671.56993,44492.4682,41449.17011,46677.77822,44043.6848,44871.84672,44408.59236,46089.69697,44459.5433,45816.14538,36112.36093,43058.51323,35958.14705,36833.66585,36750.72748,37254.75248,50730.04197,49283.8582,49895.12368,49651.49886,48784.3242,48858.18716,48274.09076,215703.9094,213487.4904,204498.8049,191452.1478,185487.4585,176525.1417,0,0,0,0,0,0
191.1055569 @ 481.1909797155243,0,0,0,0,0,0,0,0,0,3890.949322,8258.121229,6381.627327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40851.83811,42030.10486,42058.90459,44604.51939,43576.36876,46194.21749,45856.19983,0,0,0,0,0,0,0,0,0,0,0,0
